Species,GarciaPenaMLog,GarciaPenaFLog,GarciaPenaAveLog,IwaniukArnoldLog,IwaniukNelsonLog,IwaniukDeanNelsonLog,SayolLog,CorfieldLog
Indicator_exilis,NA,NA,NA,NA,NA,NA,NA,-0.916290732
Indicator_indicator,NA,NA,NA,NA,NA,NA,NA,-0.162518929
Indicator_maculatus,NA,NA,NA,NA,NA,NA,NA,-0.223143551
Indicator_minor,NA,NA,NA,NA,NA,NA,NA,-0.407968238
Indicator_variegatus,NA,NA,NA,NA,NA,NA,NA,-0.223143551
Irediparra_gallinacea,0.048790164,0.198850859,0.123820512,NA,0.122217633,NA,NA,NA
Irena_puella,NA,NA,NA,NA,0.3074847,NA,0.309,NA
Iridosornis_rufivertex,NA,NA,NA,NA,0.285178942,NA,0.281,NA
Ixobrychus_minutus,NA,NA,NA,NA,NA,NA,0.501,NA
Ixos_philippinus,NA,NA,NA,NA,NA,NA,0.111,NA
Jacamerops_aureus,NA,NA,NA,NA,0.104360015,NA,0.14,NA
Jacana_spinosa,0.285178942,0.357674444,0.321426693,NA,0.322083499,NA,0.335,NA
Junco_hyemalis,NA,NA,NA,NA,-0.186329578,NA,-0.159,NA
Jynx_torquilla,NA,NA,NA,NA,-0.061875404,NA,-0.059,-0.061875404
Lagopus_lagopus,NA,NA,NA,NA,0.867100488,NA,0.868,NA
Lagopus_muta,NA,NA,NA,NA,0.916290732,NA,0.916,NA
Lalage_sueurii,NA,NA,NA,-0.139262067,-0.139262067,NA,-0.111,NA
Lanius_collurio,NA,NA,NA,-0.040821995,-0.040821995,NA,-0.02,NA
Lanius_cristatus,NA,NA,NA,NA,0.048790164,NA,0.045,NA
Lanius_ludovicianus,NA,NA,NA,0.425267735,0.425267735,NA,0.336,NA
Lanius_senator,NA,NA,NA,0.067658648,0.067658648,NA,0.025,NA
Larus_argentatus,1.968509981,1.827769907,1.898139944,NA,1.900613874,NA,1.951,NA
Larus_atricilla,1.16938136,1.105256831,1.137319096,NA,NA,NA,1.147,NA
Larus_californicus,1.648658626,1.597365331,1.623011979,NA,NA,NA,1.623,NA
Larus_canus,1.435084525,1.368639426,1.401861976,NA,NA,NA,1.447,NA
Larus_crassirostris,1.576914721,1.472472057,1.524693389,NA,NA,NA,NA,NA
Larus_delawarensis,1.558144618,1.415853163,1.486998891,NA,1.490654376,NA,1.518,NA
Larus_dominicanus,1.900613874,1.876406943,1.888510409,NA,1.888583654,NA,NA,NA
Larus_fuscus,1.827769907,1.711994501,1.769882204,NA,NA,NA,1.772,NA
Larus_glaucescens,2.045108863,2.016235466,2.030672165,NA,2.03077637,NA,NA,NA
Larus_glaucoides_thayeri,1.894616855,1.871802177,1.883209516,NA,NA,NA,NA,NA
Larus_hartlaubii,1.150572028,1.091923301,1.121247665,NA,NA,NA,1.122,NA
Larus_heermanni,1.360976553,1.335001067,1.34798881,NA,NA,NA,NA,NA
Larus_hyperboreus,2.038619547,1.982379829,2.010499688,NA,NA,NA,NA,NA
Larus_maculipennis,1.193922468,1.16315081,1.178536639,NA,NA,NA,1.194,NA
Larus_marinus,2.125847914,2.081938422,2.103893168,NA,NA,NA,NA,NA
Larus_minutus,0.405465108,0.488580015,0.447022562,NA,NA,NA,0.531,NA
Larus_novaehollandiae,1.147402453,1.128171091,1.137786772,NA,1.137833002,NA,1.099,NA
Larus_occidentalis,1.979621206,1.877937165,1.928779186,NA,NA,NA,NA,NA
Larus_philadelphia,0.867100488,0.765467842,0.816284165,NA,NA,NA,0.833,NA
Larus_pipixcan,1.00063188,0.887891257,0.944261569,NA,NA,NA,0.926,NA
Larus_ridibundus,1.137833002,1.078409581,1.108121292,NA,1.115141591,NA,NA,NA
Larus_schistisagus,2.073171929,1.93874166,2.005956795,NA,NA,NA,NA,NA
Larus_scoresbii,1.532556868,1.53686722,1.534712044,NA,1.534714366,NA,NA,NA
Larus_thayeri,NA,NA,NA,NA,NA,NA,1.841,NA
Laterallus_albigularis,NA,NA,NA,NA,0.039220713,NA,0.037,NA
Lathamus_discolor,NA,NA,NA,NA,0.862889955,0.862889955,0.881,NA
Leipoa_ocellata,NA,NA,NA,NA,1.504077397,NA,1.411,NA
Lepidocolaptes_affinis,NA,NA,NA,NA,0.122217633,NA,0.133,NA
Lepidocolaptes_souleyetii,NA,NA,NA,NA,0.039220713,NA,0,NA
Leptoptilos_dubius,NA,NA,NA,NA,NA,NA,3.512,NA
Leptotila_cassini,NA,NA,NA,NA,NA,NA,0.262,NA
Leptotila_jamaicensis,NA,NA,NA,NA,NA,NA,0.306,NA
Leptotila_plumbeiceps,NA,NA,NA,NA,NA,NA,0.235,NA
Leptotila_rufaxilla,NA,NA,NA,NA,NA,NA,0.243,NA
Leptotila_verreauxi,NA,NA,NA,NA,0.350656872,NA,0.354,NA
Leucopternis_albicollis,NA,NA,NA,NA,NA,NA,2.098,NA
Leucosarcia_melanoleuca,NA,NA,NA,NA,0.879626748,NA,0.87,NA
Lewinia_pectoralis,NA,NA,NA,NA,NA,NA,0.272,NA
Lichenostomus_chrysops,NA,NA,NA,-0.328504067,-0.328504067,NA,-0.32,NA
Lichenostomus_cratitius,NA,NA,NA,-0.083381609,NA,NA,-0.086,NA
Lichenostomus_flavescens,NA,NA,NA,-0.653926467,-0.653926467,NA,-0.661,NA
Lichenostomus_flavus,NA,NA,NA,-0.342490309,-0.342490309,NA,-0.35,NA
Lichenostomus_frenatus,NA,NA,NA,NA,NA,NA,0.039,NA
Lichenostomus_hindwoodi,NA,NA,NA,NA,NA,NA,-0.113,NA
Lichenostomus_keartlandi,NA,NA,NA,-0.371063681,-0.371063681,NA,-0.378,NA
Lichenostomus_leucotis,NA,NA,NA,-0.116533816,-0.116533816,NA,-0.124,NA
Lichenostomus_melanops,NA,NA,NA,-0.083381609,-0.083381609,NA,-0.041,NA
Lichenostomus_ornatus,NA,NA,NA,-0.287682072,-0.287682072,NA,-0.274,NA
Lichenostomus_penicillatus,NA,NA,NA,-0.186329578,-0.186329578,NA,-0.252,NA
Lichenostomus_unicolor,NA,NA,NA,NA,NA,NA,-0.205,NA
Lichenostomus_virescens,NA,NA,NA,-0.083381609,-0.083381609,NA,-0.089,NA
Lichmera_indistincta,NA,NA,NA,-0.673344553,-0.673344553,NA,-0.873,NA
Limicola_falcinellus,-0.356674944,-0.301105093,-0.328890019,NA,-0.328504067,NA,-0.332,NA
Limnodromus_griseus,0.31481074,0.336472237,0.325641489,NA,0.322083499,NA,0.34,NA
Limnodromus_scolopaceus,0.300104592,0.322083499,0.311094046,NA,0.31481074,NA,0.309,NA
Limnothlypis_swainsonii,NA,NA,NA,NA,-0.400477567,NA,-0.357,NA
Limosa_fedoa,1.00795792,0.996948635,1.002453278,NA,1.004301609,NA,1.016,NA
Limosa_haemastica,0.875468737,0.802001585,0.838735161,NA,NA,NA,0.838,NA
Limosa_lapponica,1.00795792,1.029619417,1.018788669,NA,1.01884732,NA,1.044,NA
Lipaugus_vociferans,NA,NA,NA,NA,0.488580015,NA,0.47,NA
Lonchura_cucullata,NA,NA,NA,NA,-0.967584026,NA,-0.948,NA
Lonchura_malacca,NA,NA,NA,NA,-0.510825624,NA,-0.503,NA
Lophodytes_cucullatus,NA,NA,NA,NA,1.528227857,NA,1.589,NA
Lopholaimus_antarcticus,NA,NA,NA,NA,0.996948635,NA,0.975,NA
Lophonetta_specularioides,NA,NA,NA,NA,NA,NA,1.512,NA
Lophura_diardi,NA,NA,NA,NA,NA,NA,1.361,NA
Loriculus_amabilis,NA,NA,NA,NA,0.131028262,0.131028262,NA,NA
Loriculus_galgulus,NA,NA,NA,NA,0.39877612,0.39877612,0.427,NA
Loriculus_philippensis,NA,NA,NA,NA,0.392042088,0.392042088,0.405,NA
Loriculus_vernalis,NA,NA,NA,NA,NA,0.357674444,NA,NA
Lorius_garrulus,NA,NA,NA,NA,1.642872689,1.642872689,1.599,NA
Lorius_lory,NA,NA,NA,NA,1.633154439,1.633154439,1.619,NA
Loxia_curvirostra,NA,NA,NA,NA,0.350656872,NA,0.347,NA
Loxia_leucoptera,NA,NA,NA,NA,0.322083499,NA,0.107,NA
Loxigilla_violacea,NA,NA,NA,NA,0.148420005,NA,0.138,NA
Loxipasser_anoxanthus,NA,NA,NA,NA,-0.562118918,NA,-0.572,NA
Luscinia_megarhynchos,NA,NA,NA,NA,NA,NA,-0.365,NA
Lybius_torquatus,NA,NA,NA,NA,0.148420005,NA,0.203,0.148420005
Lymnocryptes_minimus,0.048790164,-0.105360516,-0.028285176,NA,NA,NA,NA,NA
Machetornis_rixosa,NA,NA,NA,NA,NA,NA,0.01,NA
Macrodipteryx_vexillarius,NA,NA,NA,NA,-0.139262067,NA,-0.17,NA
Macronous_gularis,NA,NA,NA,NA,-0.430782916,NA,-0.4,NA
Macropygia_amboinensis,NA,NA,NA,NA,0.39877612,NA,0.354,NA
Macropygia_phasianella,NA,NA,NA,NA,NA,NA,0.345,NA
Malacoptila_panamensis,NA,NA,NA,NA,0.139761942,NA,0.14,NA
Malacorhynchus_membranaceus,NA,NA,NA,NA,1.047318994,NA,1.067,NA
Malurus_alboscapulatus,NA,NA,NA,NA,NA,NA,-0.755,NA
Malurus_coronatus,NA,NA,NA,NA,NA,NA,-0.744,NA
Malurus_cyaneus,NA,NA,NA,-0.755022584,-0.755022584,NA,-0.763,NA
Malurus_elegans,NA,NA,NA,-0.562118918,-0.562118918,NA,-0.567,NA
Malurus_lamberti,NA,NA,NA,-0.776528789,-0.776528789,NA,-0.764,NA
Malurus_leucopterus,NA,NA,NA,-0.94160854,-0.94160854,NA,-0.994,NA
Malurus_melanocephalus,NA,NA,NA,-0.798507696,-0.798507696,NA,-0.799,NA
Malurus_pulcherrimus,NA,NA,NA,-0.867500568,-0.867500568,NA,-0.868,NA
Malurus_splendens,NA,NA,NA,-0.798507696,-0.798507696,NA,-0.799,NA
Manacus_candei,NA,NA,NA,NA,-0.562118918,NA,-0.57,NA
Manacus_manacus,NA,NA,NA,NA,-0.527632742,NA,-0.604,NA
Manacus_vitellinus,NA,NA,NA,NA,-0.478035801,NA,-0.472,NA
Manorina_flavigula,NA,NA,NA,0.31481074,0.31481074,NA,0.446,NA
Manorina_melanocephala,NA,NA,NA,0.620576488,0.620576488,NA,0.637,NA
Manorina_melanophrys,NA,NA,NA,0.131028262,0.131028262,NA,0.161,NA
Margarops_fuscatus,NA,NA,NA,NA,0.854415328,NA,0.854,NA
Margarops_fuscus,NA,NA,NA,NA,NA,NA,0.437,NA
Mecocerculus_leucophrys,NA,NA,NA,NA,-0.733969175,NA,-0.916,NA
Megaceryle_alcyon,NA,NA,NA,NA,0.90016135,NA,0.875,NA
Megaceryle_torquata,NA,NA,NA,NA,1.272565596,NA,1.308,NA
Megalaima_asiatica,NA,NA,NA,NA,NA,NA,NA,0.425267735
Megalaima_lineata,NA,NA,NA,NA,0.698134722,NA,0.811,0.698134722
Megalaima_virens,NA,NA,NA,NA,NA,NA,NA,0.78845736
Megalaima_zeylonica,NA,NA,NA,NA,NA,NA,NA,0.641853886
Megalurus_gramineus,NA,NA,NA,NA,NA,NA,-0.562,NA
Megalurus_palustris,NA,NA,NA,NA,0.131028262,NA,0.133,NA
Megarynchus_pitangua,NA,NA,NA,NA,0.157003749,NA,0.203,NA
Megascops_asio,NA,NA,NA,NA,NA,NA,1.367,NA
Megascops_choliba,NA,NA,NA,NA,NA,NA,1.227,NA
Megascops_nudipes,NA,NA,NA,NA,NA,NA,1.335,NA
Meiglyptes_tukki,NA,NA,NA,NA,NA,NA,NA,0.593326845
Melanerpes_aurifrons,NA,NA,NA,NA,NA,NA,NA,0.78845736
Melanerpes_carolinus,NA,NA,NA,NA,0.770108222,NA,0.811,0.770108222
Melanerpes_erythrocephalus,NA,NA,NA,NA,0.576613364,NA,NA,0.576613364
Melanerpes_formicivorus,NA,NA,NA,NA,0.688134639,NA,0.693,0.688134639
Melanerpes_lewis,NA,NA,NA,NA,0.797507196,NA,0.769,0.797507196
Melanerpes_striatus,NA,NA,NA,NA,0.712949808,NA,0.711,0.712949808
Melanerpes_superciliaris,NA,NA,NA,NA,NA,NA,NA,0.955511445
Melanitta_fusca,NA,NA,NA,NA,NA,NA,1.898,NA
Melanitta_perspicillata,NA,NA,NA,NA,1.740466175,NA,1.74,NA
Melanocharis_nigra,NA,NA,NA,NA,NA,NA,-0.616,NA
Melanocharis_striativentris,NA,NA,NA,NA,NA,NA,-0.386,NA
Melanodryas_cucullata,NA,NA,NA,NA,NA,NA,-0.281,NA
Melanodryas_vittata,NA,NA,NA,0,0,NA,-0.186,NA
Melanoptila_glabrirostris,NA,NA,NA,NA,NA,NA,0.182,NA
Meleagris_gallopavo,NA,NA,NA,NA,2.105352923,NA,2.076,NA
Melilestes_megarhynchus,NA,NA,NA,NA,NA,NA,0.3,NA
Meliphaga_gracilis,NA,NA,NA,NA,NA,NA,-0.426,NA
Meliphaga_lewinii,NA,NA,NA,0.157003749,0.157003749,NA,0.157,NA
Meliphaga_notata,NA,NA,NA,-0.139262067,-0.139262067,NA,-0.145,NA
Melithreptus_albogularis,NA,NA,NA,-0.46203546,-0.46203546,NA,-0.478,NA
Melithreptus_brevirostris,NA,NA,NA,-0.385662481,-0.385662481,NA,-0.335,NA
Melithreptus_lunatus,NA,NA,NA,-0.510825624,-0.510825624,NA,-0.431,NA
Melopsittacus_undulatus,NA,NA,NA,NA,0.405465108,0.405465108,0.161,NA
Melopyrrha_nigra,NA,NA,NA,NA,-0.174353387,NA,-0.171,NA
Menura_novaehollandiae,NA,NA,NA,2.372111156,2.372111156,NA,2.27,NA
Mergus_merganser,NA,NA,NA,NA,1.581038438,NA,1.755,NA
Mergus_serrator,NA,NA,NA,NA,1.574846468,NA,NA,NA
Merops_orientalis,NA,NA,NA,NA,-0.733969175,NA,-0.724,NA
Merops_ornatus,NA,NA,NA,NA,-0.478035801,NA,-0.496,NA
Mesembrinibis_cayennensis,NA,NA,NA,NA,1.846878768,NA,1.831,NA
Mesophoyx_intermedia,NA,NA,NA,NA,NA,NA,1.482,NA
Micrathene_whitneyi,NA,NA,NA,NA,NA,NA,0.336,NA
Microeca_fascinans,NA,NA,NA,NA,NA,NA,-0.602,NA
Microeca_flavigaster,NA,NA,NA,-0.673344553,-0.673344553,NA,-0.734,NA
Microeca_papuana,NA,NA,NA,NA,NA,NA,-0.549,NA
Microhierax_erythrogenys,NA,NA,NA,NA,0.336472237,NA,0.336,NA
Micropalama_himantopus,-0.083381609,-0.083381609,-0.083381609,NA,-0.083381609,NA,NA,NA
Micropsitta_pusio,NA,NA,NA,NA,NA,-0.020202707,-0.02,NA
Milvago_chimango,NA,NA,NA,NA,1.523880024,NA,1.399,NA
Milvus_migrans,NA,NA,NA,NA,1.761300262,NA,1.757,NA
Mimus_polyglottos,NA,NA,NA,NA,NA,NA,0.336,NA
Minla_ignotincta,NA,NA,NA,NA,-0.342490309,NA,-0.382,NA
Mionectes_oleagineus,NA,NA,NA,NA,NA,NA,-0.771,NA
Mitrephanes_phaeocercus,NA,NA,NA,NA,-1.139434283,NA,-1.109,NA
Mniotilta_varia,NA,NA,NA,NA,-0.820980552,NA,-0.85,NA
Molothrus_ater,NA,NA,NA,NA,0.139761942,NA,0.135,NA
Molothrus_oryzivorus,NA,NA,NA,NA,NA,NA,1.131,NA
Monachella_muelleriana,NA,NA,NA,NA,NA,NA,-0.288,NA
Monarcha_guttula,NA,NA,NA,-0.385662481,-0.385662481,NA,-0.382,NA
Monarcha_melanopsis,NA,NA,NA,-0.083381609,-0.083381609,NA,-0.085,NA
Monarcha_trivirgatus,NA,NA,NA,-0.46203546,-0.46203546,NA,-0.397,NA
Monasa_nigrifrons,NA,NA,NA,NA,0.418710335,NA,0.438,NA
Motacilla_alba,NA,NA,NA,NA,-0.510825624,NA,NA,NA
Motacilla_flava,NA,NA,NA,NA,-0.597837001,NA,NA,NA
Mulleripicus_fulvus,NA,NA,NA,NA,1.488399584,NA,NA,1.488399584
Muscicapa_striata,NA,NA,NA,NA,-0.713349888,NA,-0.713,NA
Muscisaxicola_alpinus,NA,NA,NA,NA,NA,NA,-0.248,NA
Myadestes_genibarbis,NA,NA,NA,NA,-0.083381609,NA,-0.068,NA
Myadestes_townsendi,NA,NA,NA,NA,0.009950331,NA,0.005,NA
Myiagra_alecto,NA,NA,NA,-0.314710745,-0.314710745,NA,-0.303,NA
Myiagra_caledonica,NA,NA,NA,NA,-0.527632742,NA,-0.523,NA
Myiagra_cyanoleuca,NA,NA,NA,NA,NA,NA,-0.462,NA
Myiagra_inquieta,NA,NA,NA,-0.274436846,-0.274436846,NA,-0.252,NA
Myiagra_rubecula,NA,NA,NA,NA,NA,NA,-0.616,NA
Myiarchus_cinerascens,NA,NA,NA,NA,-0.261364764,NA,-0.266,NA
Myiarchus_stolidus,NA,NA,NA,NA,-0.430782916,NA,-0.392,NA
Myiarchus_tuberculifer,NA,NA,NA,NA,-0.415515444,NA,-0.412,NA
Myiarchus_tyrannulus,NA,NA,NA,NA,-0.020202707,NA,0.065,NA
Myiarchus_validus,NA,NA,NA,NA,NA,NA,0.179,NA
Myiobius_barbatus,NA,NA,NA,NA,-1.049822124,NA,-0.994,NA
Myioborus_pictus,NA,NA,NA,NA,-0.94160854,NA,-0.929,NA
Myiodynastes_maculatus,NA,NA,NA,NA,0.122217633,NA,0.182,NA
Myiopagis_cotta,NA,NA,NA,NA,-0.867500568,NA,-0.862,NA
Myiophobus_fasciatus,NA,NA,NA,NA,-0.994252273,NA,-1.05,NA
Myiopsitta_monachus,NA,NA,NA,NA,NA,1.406096988,NA,NA
Myiozetetes_similis,NA,NA,NA,NA,-0.198450939,NA,-0.21,NA
Myrmeciza_exsul,NA,NA,NA,NA,0.029558802,NA,0.024,NA
Myrmeciza_ferruginea,NA,NA,NA,NA,-0.198450939,NA,-0.163,NA
Myrmotherula_axillaris,NA,NA,NA,NA,-0.94160854,NA,-0.912,NA
Myzomela_obscura,NA,NA,NA,-0.673344553,-0.673344553,NA,-0.719,NA
Myzomela_sanguinolenta,NA,NA,NA,-1.078809661,-1.078809661,NA,-1.064,NA
Nandayus_nenday,NA,NA,NA,NA,NA,1.515127233,NA,NA
Nannopsittaca_panychlora,NA,NA,NA,NA,0.371563556,0.371563556,0.372,NA
Nectarinia_calcostetha,NA,NA,NA,NA,-0.891598119,NA,-0.874,NA
Nectarinia_jugularis,NA,NA,NA,NA,-0.916290732,NA,-1.109,NA
Nectarinia_olivacea,NA,NA,NA,NA,NA,NA,-0.598,NA
Nectarinia_violacea,NA,NA,NA,NA,-0.84397007,NA,-0.843,NA
Neochen_jubata,NA,NA,NA,NA,NA,NA,1.808,NA
Neochmia_phaeton,NA,NA,NA,NA,NA,NA,-0.659,NA
Neochmia_temporalis,NA,NA,NA,NA,-0.653926467,NA,-0.656,NA
Neophema_chrysostoma,NA,NA,NA,NA,NA,0.431782416,0.531,NA
Neophema_elegans,NA,NA,NA,NA,0.246860078,0.246860078,0.223,NA
Neophema_petrophila,NA,NA,NA,NA,NA,0.530628251,NA,NA
Neophema_pulchella,NA,NA,NA,NA,0.254642218,0.254642218,0.294,NA
Neophema_splendida,NA,NA,NA,NA,0.246860078,0.246860078,0.309,NA
Neopsephotus_bourkii,NA,NA,NA,NA,0.223143551,0.223143551,0.281,NA
Neopsittacus_musschenbroekii,NA,NA,NA,NA,NA,0.896088025,0.896,NA
Neopsittacus_pullicauda,NA,NA,NA,NA,NA,0.667829373,NA,NA
Nesospingus_speculiferus,NA,NA,NA,NA,0.357674444,NA,0.354,NA
Nestor_meridionalis,NA,NA,NA,NA,NA,2.564949357,NA,NA
Nestor_notabilis,NA,NA,NA,NA,2.667228207,2.667228207,NA,NA
Netta_rufina,NA,NA,NA,NA,1.678963975,NA,1.732,NA
Nettapus_pulchellus,NA,NA,NA,NA,0.985816795,NA,0.986,NA
Ninox_boobook,NA,NA,NA,NA,1.710187816,NA,1.723,NA
Ninox_connivens,NA,NA,NA,NA,NA,NA,1.856,NA
Ninox_jacquinoti,NA,NA,NA,NA,1.477048724,NA,1.476,NA
Ninox_squamipila,NA,NA,NA,NA,NA,NA,1.482,NA
Ninox_strenua,NA,NA,NA,NA,2.437115986,NA,2.375,NA
Northiella_haematogaster,NA,NA,NA,NA,0.875468737,0.875468737,0.844,NA
Nothoprocta_ornata,NA,NA,NA,NA,NA,NA,1.047,NA
Nothura_maculosa,NA,NA,NA,NA,0.457424847,NA,0.434,NA
Numenius_americanus,1.32175584,1.345472367,1.333614104,NA,1.335001067,NA,1.333,NA
Numenius_arquata,1.526056303,1.53686722,1.531461762,NA,NA,NA,NA,NA
Numenius_madagascariensis,1.547562509,1.547562509,1.547562509,NA,1.547562509,NA,1.504,NA
Numenius_phaeopus,1.115141591,1.16315081,1.139146201,NA,1.141033005,NA,1.139,NA
Numenius_tahitiensis,1.202972304,1.252762968,1.227867636,NA,NA,NA,NA,NA
Nyctanassa_violacea,NA,NA,NA,NA,1.788420568,NA,1.775,NA
Nyctibius_griseus,NA,NA,NA,NA,0.683096845,NA,0.676,NA
Nycticorax_caledonicus,NA,NA,NA,NA,1.713797928,NA,1.723,NA
Nyctidromus_albicollis,NA,NA,NA,NA,-0.094310679,NA,-0.101,NA
Nyctiphrynus_ocellatus,NA,NA,NA,NA,-0.301105093,NA,-0.357,NA
Nyctiprogne_leucopyga,NA,NA,NA,NA,-0.673344553,NA,-0.777,NA
Nymphicus_hollandicus,NA,NA,NA,NA,0.871293366,0.871293366,0.911,NA
Oceanites_oceanicus,NA,NA,NA,NA,-0.342490309,NA,NA,NA
Ocyphaps_lophotes,NA,NA,NA,NA,0.530628251,NA,0.534,NA
Oenanthe_oenanthe,NA,NA,NA,NA,-0.248461359,NA,-0.255,NA
Ognorhynchus_icterotis,NA,NA,NA,NA,2.180417459,2.180417459,NA,NA
Onychorhynchus_coronatus,NA,NA,NA,NA,-0.755022584,NA,-0.693,NA
Oreocharis_arfaki,NA,NA,NA,NA,NA,NA,-0.371,NA
Oreoica_gutturalis,NA,NA,NA,0.512823626,0.512823626,NA,0.545,NA
Oreopsittacus_arfaki,NA,NA,NA,NA,0.139761942,0.139761942,0.14,NA
Oreortyx_pictus,NA,NA,NA,NA,0.518793793,NA,0.545,NA
Origma_solitaria,NA,NA,NA,NA,NA,NA,-0.163,NA
Oriolus_flavocinctus,NA,NA,NA,NA,NA,NA,0.742,NA
Oriolus_sagittatus,NA,NA,NA,0.672944473,0.672944473,NA,0.674,NA
Orthonyx_temminckii,NA,NA,NA,0.565313809,0.565313809,NA,0.567,NA
Orthopsittaca_manilata,NA,NA,NA,NA,NA,2.05796251,2.098,NA
Orthorhyncus_cristatus,NA,NA,NA,NA,NA,NA,-1.931,NA
Oryzoborus_angolensis,NA,NA,NA,NA,-0.385662481,NA,-0.375,NA
Otus_bakkamoena,NA,NA,NA,NA,1.396244692,NA,1.435,NA
Otus_scops,NA,NA,NA,NA,0.91228271,NA,0.92,NA
Oxyura_australis,NA,NA,NA,NA,1.391281903,NA,1.361,NA
Oxyura_jamaicensis,NA,NA,NA,NA,1.25846099,NA,1.258,NA
Oxyura_maccoa,NA,NA,NA,NA,1.54329811,NA,1.542,NA
Pachycephala_olivacea,NA,NA,NA,NA,NA,NA,0.389,NA
Pachycephala_pectoralis,NA,NA,NA,0.113328685,0.113328685,NA,0.14,NA
Pachycephala_rufiventris,NA,NA,NA,0.029558802,0.029558802,NA,0.063,NA
Pachycephala_rufogularis,NA,NA,NA,NA,NA,NA,0.086,NA
Pachycephala_simplex,NA,NA,NA,NA,NA,NA,-0.186,NA
Pachycephalopsis_poliosoma,NA,NA,NA,NA,0.058268908,NA,0.028,NA
Pachyramphus_niger,NA,NA,NA,NA,NA,NA,0.262,NA
Pachyramphus_polychopterus,NA,NA,NA,NA,-0.301105093,NA,-0.271,NA
Padda_oryzivora,NA,NA,NA,NA,-0.162518929,NA,-0.236,NA
Pagodroma_nivea,NA,NA,NA,NA,1.479329227,NA,NA,NA
Pagophila_eburnea,1.601405741,1.545432582,1.573419162,NA,1.574846468,NA,NA,NA
Pandion_haliaetus,NA,NA,NA,NA,2.238579763,NA,2.223,NA
Parabuteo_unicinctus,NA,NA,NA,NA,2.076938411,NA,2.054,NA
Pardalotus_punctatus,NA,NA,NA,-0.916290732,-0.916290732,NA,-1.036,NA
Pardalotus_striatus,NA,NA,NA,-0.653926467,-0.653926467,NA,-0.63,NA
Parotia_lawesii,NA,NA,NA,1.388791241,1.388791241,NA,1.335,NA
Parula_americana,NA,NA,NA,NA,-0.94160854,NA,-0.955,NA
Parus_atricapillus,NA,NA,NA,NA,NA,NA,-0.255,NA
Parus_gambeli,NA,NA,NA,NA,NA,NA,-0.318,NA
Parus_hudsonicus,NA,NA,NA,NA,NA,NA,-0.342,NA
Passer_domesticus,NA,NA,NA,NA,-0.030459207,NA,-0.012,NA
Passer_hispaniolensis,NA,NA,NA,NA,-0.030459207,NA,-0.037,NA
Passerina_cyanea,NA,NA,NA,NA,-0.430782916,NA,-0.423,NA
Patagioenas_cayennensis,NA,NA,NA,NA,NA,NA,0.569,NA
Patagioenas_fasciata,NA,NA,NA,NA,NA,NA,0.788,NA
Patagioenas_leucocephala,NA,NA,NA,NA,NA,NA,0.556,NA
Patagioenas_maculosa,NA,NA,NA,NA,NA,NA,0.709,NA
Patagioenas_picazuro,NA,NA,NA,NA,NA,NA,0.916,NA
Patagioenas_squamosa,NA,NA,NA,NA,NA,NA,0.615,NA
Pedionomus_torquatus,-0.356674944,-0.174353387,-0.265514166,NA,-0.261364764,NA,NA,NA
Pelargopsis_capensis,NA,NA,NA,NA,1.036736885,NA,1.068,NA
Pelecanoides_urinatrix,NA,NA,NA,NA,0.524728529,NA,NA,NA
Pelecanus_erythrorhynchos,NA,NA,NA,NA,NA,NA,3.045,NA
Peltohyas_australis,0.139761942,NA,0.139761942,NA,NA,NA,NA,NA
Penelope_purpurascens,NA,NA,NA,NA,1.832581464,NA,1.783,NA
Penelopides_panini,NA,NA,NA,NA,1.928618652,NA,1.995,NA
Peneothello_cyanus,NA,NA,NA,NA,NA,NA,-0.046,NA
Pericrocotus_ethologus,NA,NA,NA,NA,-0.127833372,NA,-0.151,NA
Perisoreus_canadensis,NA,NA,NA,0.928219303,0.928219303,NA,0.942,NA
Perissocephalus_tricolor,NA,NA,NA,NA,1.547562509,NA,1.526,NA
Petrochelidon_fulva,NA,NA,NA,NA,-0.693147181,NA,-0.687,NA
Petroica_goodenovii,NA,NA,NA,-0.994252273,-0.994252273,NA,-1.015,NA
Petroica_multicolor,NA,NA,NA,-0.653926467,-0.653926467,NA,-0.799,NA
Petroica_phoenicea,NA,NA,NA,-0.713349888,-0.713349888,NA,-0.722,NA
Petroica_rodinogaster,NA,NA,NA,-0.713349888,-0.713349888,NA,-0.713,NA
Petroica_rosea,NA,NA,NA,NA,NA,NA,-0.693,NA
Pezoporus_wallicus,NA,NA,NA,NA,NA,0.978326123,1.002,NA
Phacellodomus_ruber,NA,NA,NA,NA,0.104360015,NA,0.104,NA
Phaenicophaeus_curvirostris,NA,NA,NA,NA,1.071583616,NA,1.03,NA
Phaenicophaeus_superciliosus,NA,NA,NA,NA,NA,NA,0.921,NA
Phaenicophilus_palmarum,NA,NA,NA,NA,NA,NA,0.112,NA
Phaethon_rubricauda,NA,NA,NA,NA,1.508511994,NA,NA,NA
Phaethornis_superciliosus,NA,NA,NA,NA,-1.347073648,NA,-1.349,NA
Phaetusa_simplex,1.064710737,1.131402111,1.098056424,NA,1.098612289,NA,NA,NA
Phainopepla_nitens,NA,NA,NA,NA,-0.235722334,NA,-0.225,NA
Phalacrocorax_africanus,NA,NA,NA,NA,1.510721939,NA,1.493,NA
Phalacrocorax_atriceps,NA,NA,NA,NA,NA,NA,2.648,NA
