"scientific_name","order","family","genus","species","colonial","social","pairs_and_family_groups","singly_and_pairs","solitary"
"Arizelocichla montana","Passeriformes","Pycnonotidae","Arizelocichla","montana",0,0,0,1,0
"Arizelocichla tephrolaema","Passeriformes","Pycnonotidae","Arizelocichla","tephrolaema",0,1,1,1,0
"Arizelocichla kakamegae","Passeriformes","Pycnonotidae","Arizelocichla","kakamegae",NA,NA,NA,NA,NA
"Arizelocichla masukuensis","Passeriformes","Pycnonotidae","Arizelocichla","masukuensis",0,0,0,1,0
"Arizelocichla neumanni","Passeriformes","Pycnonotidae","Arizelocichla","neumanni",NA,NA,NA,NA,NA
"Arizelocichla fusciceps","Passeriformes","Pycnonotidae","Arizelocichla","fusciceps",NA,NA,NA,NA,NA
"Arizelocichla chlorigula","Passeriformes","Pycnonotidae","Arizelocichla","chlorigula",NA,NA,NA,NA,NA
"Arizelocichla kikuyuensis","Passeriformes","Pycnonotidae","Arizelocichla","kikuyuensis",NA,NA,NA,NA,NA
"Arizelocichla nigriceps","Passeriformes","Pycnonotidae","Arizelocichla","nigriceps",0,1,1,1,0
"Arizelocichla striifacies","Passeriformes","Pycnonotidae","Arizelocichla","striifacies",0,0,0,0,1
"Arizelocichla milanjensis","Passeriformes","Pycnonotidae","Arizelocichla","milanjensis",0,1,1,1,0
"Criniger barbatus","Passeriformes","Pycnonotidae","Criniger","barbatus",0,1,0,0,0
"Criniger chloronotus","Passeriformes","Pycnonotidae","Criniger","chloronotus",0,0,1,0,0
"Criniger calurus","Passeriformes","Pycnonotidae","Criniger","calurus",0,1,0,0,0
"Criniger ndussumensis","Passeriformes","Pycnonotidae","Criniger","ndussumensis",0,0,1,0,0
"Criniger olivaceus","Passeriformes","Pycnonotidae","Criniger","olivaceus",0,0,1,1,0
"Eurillas virens","Passeriformes","Pycnonotidae","Eurillas","virens",0,0,0,1,0
"Eurillas latirostris","Passeriformes","Pycnonotidae","Eurillas","latirostris",0,0,0,0,1
"Eurillas curvirostris","Passeriformes","Pycnonotidae","Eurillas","curvirostris",0,1,1,1,0
"Eurillas gracilis","Passeriformes","Pycnonotidae","Eurillas","gracilis",0,1,1,1,0
"Eurillas ansorgei","Passeriformes","Pycnonotidae","Eurillas","ansorgei",0,0,1,0,0
"Phyllastrephus debilis","Passeriformes","Pycnonotidae","Phyllastrephus","debilis",0,1,1,1,0
"Phyllastrephus albigula","Passeriformes","Pycnonotidae","Phyllastrephus","albigula",0,1,1,1,0
"Phyllastrephus albigularis","Passeriformes","Pycnonotidae","Phyllastrephus","albigularis",0,0,1,0,0
"Phyllastrephus viridiceps","Passeriformes","Pycnonotidae","Phyllastrephus","viridiceps",NA,NA,NA,NA,NA
"Phyllastrephus xavieri","Passeriformes","Pycnonotidae","Phyllastrephus","xavieri",0,1,1,0,0
"Phyllastrephus icterinus","Passeriformes","Pycnonotidae","Phyllastrephus","icterinus",0,0,1,0,0
"Phyllastrephus terrestris","Passeriformes","Pycnonotidae","Phyllastrephus","terrestris",0,1,0,0,0
"Phyllastrephus poensis","Passeriformes","Pycnonotidae","Phyllastrephus","poensis",0,1,1,0,0
"Phyllastrephus strepitans","Passeriformes","Pycnonotidae","Phyllastrephus","strepitans",0,1,1,0,0
"Phyllastrephus cerviniventris","Passeriformes","Pycnonotidae","Phyllastrephus","cerviniventris",0,1,1,0,0
"Phyllastrephus fischeri","Passeriformes","Pycnonotidae","Phyllastrephus","fischeri",0,1,1,0,0
"Phyllastrephus cabanisi","Passeriformes","Pycnonotidae","Phyllastrephus","cabanisi",0,1,1,1,0
"Phyllastrephus scandens","Passeriformes","Pycnonotidae","Pyrrhurus","scandens",0,1,1,1,0
"Phyllastrephus lorenzi","Passeriformes","Pycnonotidae","Phyllastrephus","lorenzi",NA,NA,NA,NA,NA
"Phyllastrephus flavostriatus","Passeriformes","Pycnonotidae","Phyllastrephus","flavostriatus",0,0,0,1,0
"Phyllastrephus alfredi","Passeriformes","Pycnonotidae","Phyllastrephus","alfredi",NA,NA,NA,NA,NA
"Phyllastrephus poliocephalus","Passeriformes","Pycnonotidae","Phyllastrephus","poliocephalus",0,1,0,0,0
"Phyllastrephus hypochloris","Passeriformes","Pycnonotidae","Phyllastrephus","hypochloris",0,1,1,0,0
"Phyllastrephus baumanni","Passeriformes","Pycnonotidae","Phyllastrephus","baumanni",0,1,1,0,0
"Phyllastrephus fulviventris","Passeriformes","Pycnonotidae","Phyllastrephus","fulviventris",NA,NA,NA,NA,NA
"Tricholestes criniger","Passeriformes","Pycnonotidae","Tricholestes","criniger",0,0,1,1,0
"Setornis criniger","Passeriformes","Pycnonotidae","Setornis","criniger",0,1,1,0,0
"Alophoixus phaeocephalus","Passeriformes","Pycnonotidae","Alophoixus","phaeocephalus",0,1,1,1,0
"Alophoixus frater","Passeriformes","Pycnonotidae","Alophoixus","frater",NA,NA,NA,NA,NA
"Alophoixus tephrogenys","Passeriformes","Pycnonotidae","Alophoixus","tephrogenys",NA,NA,NA,NA,NA
"Alophoixus ruficrissus","Passeriformes","Pycnonotidae","Alophoixus","ruficrissus",NA,NA,NA,NA,NA
"Alophoixus bres","Passeriformes","Pycnonotidae","Alophoixus","bres",0,1,1,1,0
"Alophoixus flaveolus","Passeriformes","Pycnonotidae","Alophoixus","flaveolus",0,1,0,0,0
"Alophoixus ochraceus","Passeriformes","Pycnonotidae","Alophoixus","ochraceus",0,1,0,0,0
"Alophoixus pallidus","Passeriformes","Pycnonotidae","Alophoixus","pallidus",0,0,1,0,0
NA,"Passeriformes",NA,"Alophoixus","griseiceps",NA,NA,NA,NA,NA
"Alcurus striatus","Passeriformes","Pycnonotidae","Alcurus","striatus",0,1,1,1,0
"Iole finschii","Passeriformes","Pycnonotidae","Iole","finschii",0,1,1,1,0
"Iole palawanensis","Passeriformes","Pycnonotidae","Iole","palawanensis",0,0,1,0,0
"Iole viridescens","Passeriformes","Pycnonotidae","Iole","viridescens",0,0,1,1,0
"Iole crypta","Passeriformes","Pycnonotidae","Iole","crypta",NA,NA,NA,NA,NA
"Iole charlottae","Passeriformes","Pycnonotidae","Iole","charlottae",NA,NA,NA,NA,NA
"Iole cacharensis","Passeriformes","Pycnonotidae","Iole","cacharensis",NA,NA,NA,NA,NA
"Iole propinqua","Passeriformes","Pycnonotidae","Iole","propinqua",0,0,0,1,0
"Hemixos flavala","Passeriformes","Pycnonotidae","Hemixos","flavala",0,1,0,0,0
"Hemixos cinereus","Passeriformes","Pycnonotidae","Hemixos","cinereus",NA,NA,NA,NA,NA
NA,"Passeriformes",NA,"Hemixos","connectens",NA,NA,NA,NA,NA
"Hemixos castanonotus","Passeriformes","Pycnonotidae","Hemixos","castanonotus",0,1,0,0,0
"Acritillas indica","Passeriformes","Pycnonotidae","Acritillas","indica",NA,NA,NA,NA,NA
"Ixos leucogrammicus","Passeriformes","Pycnonotidae","Hemixos","leucogrammicus",0,1,1,1,0
"Ixos sumatranus","Passeriformes","Pycnonotidae","Ixos","sumatranus",0,0,1,0,1
"Ixos virescens","Passeriformes","Pycnonotidae","Ixos","virescens",0,0,1,1,1
"Ixos malaccensis","Passeriformes","Pycnonotidae","Ixos","malaccensis",0,1,1,1,0
"Ixos mcclellandii","Passeriformes","Pycnonotidae","Ixos","mcclellandii",0,0,1,1,1
"Hypsipetes nicobariensis","Passeriformes","Pycnonotidae","Ixos","nicobariensis",0,0,1,0,0
"Hypsipetes philippinus","Passeriformes","Pycnonotidae","Hypsipetes","philippinus",0,0,1,1,0
"Hypsipetes mindorensis","Passeriformes","Pycnonotidae","Hypsipetes","mindorensis",NA,NA,NA,NA,NA
"Hypsipetes siquijorensis","Passeriformes","Pycnonotidae","Hypsipetes","siquijorensis",0,0,1,0,0
"Hypsipetes affinis","Passeriformes","Pycnonotidae","Hypsipetes","affinis",NA,NA,NA,NA,NA
"Hypsipetes platenae","Passeriformes","Pycnonotidae","Hypsipetes","platenae",NA,NA,NA,NA,NA
"Hypsipetes aureus","Passeriformes","Pycnonotidae","Hypsipetes","aureus",NA,NA,NA,NA,NA
"Hypsipetes harterti","Passeriformes","Pycnonotidae","Hypsipetes","harterti",0,0,1,0,0
"Hypsipetes longirostris","Passeriformes","Pycnonotidae","Hypsipetes","longirostris",0,0,1,0,0
"Hypsipetes chloris","Passeriformes","Pycnonotidae","Hypsipetes","chloris",NA,NA,NA,NA,NA
"Hypsipetes lucasi","Passeriformes","Pycnonotidae","Hypsipetes","lucasi",NA,NA,NA,NA,NA
"Hypsipetes mysticalis","Passeriformes","Pycnonotidae","Hypsipetes","mysticalis",NA,NA,NA,NA,NA
"Hypsipetes guimarasensis","Passeriformes","Pycnonotidae","Hypsipetes","guimarasensis",NA,NA,NA,NA,NA
"Hypsipetes everetti","Passeriformes","Pycnonotidae","Hypsipetes","everetti",0,0,1,0,1
NA,"Passeriformes",NA,"Hypsipetes","haynaldi",NA,NA,NA,NA,NA
"Hypsipetes catarmanensis","Passeriformes","Pycnonotidae","Hypsipetes","catarmanensis",NA,NA,NA,NA,NA
"Hypsipetes rufigularis","Passeriformes","Pycnonotidae","Hypsipetes","rufigularis",0,1,0,0,0
"Hypsipetes amaurotis","Passeriformes","Pycnonotidae","Hypsipetes","amaurotis",0,1,0,0,0
"Hypsipetes borbonicus","Passeriformes","Pycnonotidae","Hypsipetes","borbonicus",0,0,1,1,0
"Hypsipetes madagascariensis","Passeriformes","Pycnonotidae","Hypsipetes","madagascariensis",0,1,0,0,0
"Hypsipetes olivaceus","Passeriformes","Pycnonotidae","Hypsipetes","olivaceus",0,0,1,1,0
"Hypsipetes thompsoni","Passeriformes","Pycnonotidae","Hypsipetes","thompsoni",0,1,0,0,0
"Hypsipetes leucocephalus","Passeriformes","Pycnonotidae","Hypsipetes","leucocephalus",1,1,0,0,0
"Hypsipetes ganeesa","Passeriformes","Pycnonotidae","Hypsipetes","ganeesa",NA,NA,NA,NA,NA
"Hypsipetes parvirostris","Passeriformes","Pycnonotidae","Hypsipetes","parvirostris",NA,NA,NA,NA,NA
"Hypsipetes moheliensis","Passeriformes","Pycnonotidae","Hypsipetes","moheliensis",NA,NA,NA,NA,NA
"Hypsipetes crassirostris","Passeriformes","Pycnonotidae","Hypsipetes","crassirostris",0,1,1,0,0
"Euptilotus eutilotus","Passeriformes","Pycnonotidae","Euptilotus","eutilotus",0,0,0,1,0
"Microtarsus melanoleucos","Passeriformes","Pycnonotidae","Microtarsus","melanoleucos",0,1,1,1,0
"Poliolophus urostictus","Passeriformes","Pycnonotidae","Poliolophus","urostictus",0,0,1,0,0
"Brachypodius priocephalus","Passeriformes","Pycnonotidae","Brachypodius","priocephalus",0,0,0,1,0
"Brachypodius melanocephalos","Passeriformes","Pycnonotidae","Brachypodius","atriceps",0,1,1,1,0
"Brachypodius fuscoflavescens","Passeriformes","Pycnonotidae","Brachypodius","fuscoflavescens",NA,NA,NA,NA,NA
"Brachypodius nieuwenhuisii","Passeriformes","Pycnonotidae","Pycnonotus","nieuwenhuisii",NA,NA,NA,NA,NA
"Ixodia erythropthalmos","Passeriformes","Pycnonotidae","Ixidia","erythropthalmos",0,0,0,1,0
"Ixodia cyaniventris","Passeriformes","Pycnonotidae","Ixidia","cyaniventris",NA,NA,NA,NA,NA
"Ixodia squamata","Passeriformes","Pycnonotidae","Ixidia","squamata",0,1,1,1,0
"Rubigula flaviventris","Passeriformes","Pycnonotidae","Rubigula","flaviventris",NA,NA,NA,NA,NA
"Rubigula gularis","Passeriformes","Pycnonotidae","Rubigula","gularis",NA,NA,NA,NA,NA
"Rubigula melanictera","Passeriformes","Pycnonotidae","Rubigula","melanictera",0,1,1,1,0
"Rubigula dispar","Passeriformes","Pycnonotidae","Rubigula","dispar",NA,NA,NA,NA,NA
"Rubigula montis","Passeriformes","Pycnonotidae","Rubigula","montis",NA,NA,NA,NA,NA
"Nok hualon","Passeriformes","Pycnonotidae","Nok","hualon",0,1,1,1,1
"Spizixos canifrons","Passeriformes","Pycnonotidae","Spizixos","canifrons",0,1,0,0,0
"Spizixos semitorques","Passeriformes","Pycnonotidae","Spizixos","semitorques",0,1,0,0,0
"Pycnonotus simplex","Passeriformes","Pycnonotidae","Pycnonotus","simplex",0,0,0,1,0
"Pycnonotus plumosus","Passeriformes","Pycnonotidae","Pycnonotus","plumosus",0,0,1,0,0
"Pycnonotus brunneus","Passeriformes","Pycnonotidae","Pycnonotus","brunneus",0,1,1,1,0
"Pycnonotus zeylanicus","Passeriformes","Pycnonotidae","Pycnonotus","zeylanicus",0,0,1,0,0
"Pycnonotus tympanistrigus","Passeriformes","Pycnonotidae","Pycnonotus","tympanistrigus",0,0,1,0,0
"Pycnonotus pseudosimplex","Passeriformes","Pycnonotidae","Pycnonotus","pseudosimplex",NA,NA,NA,NA,NA
"Pycnonotus cinereifrons","Passeriformes","Pycnonotidae","Pycnonotus","cinereifrons",NA,NA,NA,NA,NA
"Pycnonotus luteolus","Passeriformes","Pycnonotidae","Pycnonotus","luteolus",0,0,0,1,0
"Pycnonotus blanfordi","Passeriformes","Pycnonotidae","Pycnonotus","blanfordi",0,1,1,1,0
"Pycnonotus conradi","Passeriformes","Pycnonotidae","Pycnonotus","conradi",0,0,1,1,0
"Pycnonotus davisoni","Passeriformes","Pycnonotidae","Pycnonotus","davisoni",0,1,0,0,0
"Pycnonotus finlaysoni","Passeriformes","Pycnonotidae","Pycnonotus","finlaysoni",0,0,1,1,0
"Pycnonotus flavescens","Passeriformes","Pycnonotidae","Pycnonotus","flavescens",0,1,1,1,0
"Pycnonotus snouckaerti","Passeriformes","Pycnonotidae","Pycnonotus","snouckaerti",NA,NA,NA,NA,NA
"Pycnonotus bimaculatus","Passeriformes","Pycnonotidae","Pycnonotus","bimaculatus",NA,NA,NA,NA,NA
"Pycnonotus leucops","Passeriformes","Pycnonotidae","Pycnonotus","leucops",0,1,1,0,0
"Pycnonotus xantholaemus","Passeriformes","Pycnonotidae","Pycnonotus","xantholaemus",0,1,1,1,0
"Pycnonotus penicillatus","Passeriformes","Pycnonotidae","Pycnonotus","penicillatus",0,1,0,0,0
"Pycnonotus xanthorrhous","Passeriformes","Pycnonotidae","Pycnonotus","xanthorrhous",NA,NA,NA,NA,NA
"Pycnonotus sinensis","Passeriformes","Pycnonotidae","Pycnonotus","sinensis",NA,NA,NA,NA,NA
"Pycnonotus taivanus","Passeriformes","Pycnonotidae","Pycnonotus","taivanus",0,1,1,1,0
"Pycnonotus jocosus","Passeriformes","Pycnonotidae","Pycnonotus","jocosus",0,1,1,1,0
"Pycnonotus goiavier","Passeriformes","Pycnonotidae","Pycnonotus","goiavier",0,0,1,0,0
"Pycnonotus cafer","Passeriformes","Pycnonotidae","Pycnonotus","cafer",0,1,1,0,0
"Pycnonotus aurigaster","Passeriformes","Pycnonotidae","Pycnonotus","aurigaster",0,1,1,0,0
"Pycnonotus leucotis","Passeriformes","Pycnonotidae","Pycnonotus","leucotis",0,1,1,0,0
"Pycnonotus leucogenys","Passeriformes","Pycnonotidae","Pycnonotus","leucogenys",0,1,1,0,0
"Pycnonotus xanthopygos","Passeriformes","Pycnonotidae","Pycnonotus","xanthopygos",0,1,1,0,0
"Pycnonotus nigricans","Passeriformes","Pycnonotidae","Pycnonotus","nigricans",0,1,1,0,0
"Pycnonotus barbatus","Passeriformes","Pycnonotidae","Pycnonotus","barbatus",0,1,1,0,0
"Pycnonotus capensis","Passeriformes","Pycnonotidae","Pycnonotus","capensis",0,1,1,1,0
"Pseudochelidon eurystomina","Passeriformes","Hirundinidae","Pseudochelidon","eurystomina",1,0,0,0,0
"Pseudochelidon sirintarae","Passeriformes","Hirundinidae","Eurochelidon","sirintarae",0,1,0,0,0
"Psalidoprocne nitens","Passeriformes","Hirundinidae","Psalidoprocne","nitens",0,1,1,1,1
"Psalidoprocne albiceps","Passeriformes","Hirundinidae","Psalidoprocne","albiceps",0,1,1,1,1
"Psalidoprocne fuliginosa","Passeriformes","Hirundinidae","Psalidoprocne","fuliginosa",0,1,1,1,1
"Psalidoprocne pristoptera","Passeriformes","Hirundinidae","Psalidoprocne","pristoptera",0,1,1,1,1
"Psalidoprocne obscura","Passeriformes","Hirundinidae","Psalidoprocne","obscura",0,1,1,1,1
"Pseudhirundo griseopyga","Passeriformes","Hirundinidae","Pseudhirundo","griseopyga",0,1,1,1,1
"Cheramoeca leucosterna","Passeriformes","Hirundinidae","Cheramoeca","leucosterna",0,1,1,1,1
"Phedina borbonica","Passeriformes","Hirundinidae","Phedina","borbonica",0,1,1,1,1
"Neophedina cincta","Passeriformes","Hirundinidae","Neophedina","cincta",0,1,1,1,1
"Phedinopsis brazzae","Passeriformes","Hirundinidae","Phedinopsis","brazzae",0,1,0,0,0
"Riparia paludicola","Passeriformes","Hirundinidae","Riparia","paludicola",0,1,0,0,0
"Riparia cowani","Passeriformes","Hirundinidae","Riparia","cowani",1,0,0,0,0
"Riparia chinensis","Passeriformes","Hirundinidae","Riparia","chinensis",NA,NA,NA,NA,NA
"Riparia congica","Passeriformes","Hirundinidae","Riparia","congica",1,0,0,0,0
"Riparia riparia","Passeriformes","Hirundinidae","Riparia","riparia",1,0,0,0,0
"Riparia diluta","Passeriformes","Hirundinidae","Riparia","diluta",1,0,0,0,0
"Tachycineta bicolor","Passeriformes","Hirundinidae","Tachycineta","bicolor",0,1,1,1,1
"Tachycineta leucorrhoa","Passeriformes","Hirundinidae","Tachycineta","leucorrhoa",0,0,1,1,1
"Tachycineta leucopyga","Passeriformes","Hirundinidae","Tachycineta","meyeni",0,1,1,1,1
"Tachycineta stolzmanni","Passeriformes","Hirundinidae","Tachycineta","stolzmanni",0,0,0,0,1
"Tachycineta albilinea","Passeriformes","Hirundinidae","Tachycineta","albilinea",0,0,0,1,0
"Tachycineta albiventer","Passeriformes","Hirundinidae","Tachycineta","albiventer",0,1,1,1,1
"Tachycineta euchrysea","Passeriformes","Hirundinidae","Tachycineta","euchrysea",1,1,0,0,1
"Tachycineta cyaneoviridis","Passeriformes","Hirundinidae","Tachycineta","cyaneoviridis",0,1,1,1,0
"Tachycineta thalassina","Passeriformes","Hirundinidae","Tachycineta","thalassina",0,1,1,1,1
"Progne tapera","Passeriformes","Hirundinidae","Progne","tapera",0,1,1,0,1
"Progne murphyi","Passeriformes","Hirundinidae","Progne","murphyi",NA,NA,NA,NA,NA
"Progne modesta","Passeriformes","Hirundinidae","Progne","modesta",0,1,0,1,0
"Progne subis","Passeriformes","Hirundinidae","Progne","subis",1,1,1,1,1
"Progne elegans","Passeriformes","Hirundinidae","Progne","elegans",0,1,1,1,1
"Progne chalybea","Passeriformes","Hirundinidae","Progne","chalybea",1,1,1,1,1
"Progne sinaloae","Passeriformes","Hirundinidae","Progne","sinaloae",0,1,1,0,0
"Progne cryptoleuca","Passeriformes","Hirundinidae","Progne","cryptoleuca",1,1,0,1,0
"Progne dominicensis","Passeriformes","Hirundinidae","Progne","dominicensis",1,0,0,0,0
"Stelgidopteryx serripennis","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis",0,1,1,1,1
NA,"Passeriformes",NA,"Stelgidopteryx","ridgwayi",NA,NA,NA,NA,NA
"Stelgidopteryx ruficollis","Passeriformes","Hirundinidae","Stelgidopteryx","ruficollis",0,1,1,1,1
"Atticora fasciata","Passeriformes","Hirundinidae","Atticora","fasciata",0,1,1,1,0
"Atticora pileata","Passeriformes","Hirundinidae","Atticora","pileata",0,1,1,1,1
"Atticora tibialis","Passeriformes","Hirundinidae","Atticora","tibialis",0,1,1,0,0
"Pygochelidon cyanoleuca","Passeriformes","Hirundinidae","Pygochelidon","cyanoleuca",0,1,1,1,1
"Pygochelidon melanoleuca","Passeriformes","Hirundinidae","Pygochelidon","melanoleuca",0,1,1,1,1
"Alopochelidon fucata","Passeriformes","Hirundinidae","Alopochelidon","fucata",0,1,1,1,1
"Orochelidon flavipes","Passeriformes","Hirundinidae","Orochelidon","flavipes",0,1,1,0,0
"Orochelidon murina","Passeriformes","Hirundinidae","Orochelidon","murina",0,1,1,1,1
"Orochelidon andecola","Passeriformes","Hirundinidae","Orochelidon","andecola",0,1,1,1,1
"Ptyonoprogne rupestris","Passeriformes","Hirundinidae","Ptyonoprogne","rupestris",0,1,1,1,1
"Ptyonoprogne obsoleta","Passeriformes","Hirundinidae","Ptyonoprogne","obsoleta",0,1,1,1,1
"Ptyonoprogne rufigula","Passeriformes","Hirundinidae","Ptyonoprogne","rufigula",0,1,1,1,0
"Ptyonoprogne fuligula","Passeriformes","Hirundinidae","Ptyonoprogne","fuligula",0,1,1,1,1
"Ptyonoprogne concolor","Passeriformes","Hirundinidae","Ptyonoprogne","concolor",0,1,1,1,1
"Hirundo atrocaerulea","Passeriformes","Hirundinidae","Hirundo","atrocaerulea",0,1,1,1,1
"Hirundo nigrorufa","Passeriformes","Hirundinidae","Hirundo","nigrorufa",0,1,1,1,1
"Hirundo dimidiata","Passeriformes","Hirundinidae","Hirundo","dimidiata",0,1,1,1,1
"Hirundo domicola","Passeriformes","Hirundinidae","Hirundo","domicola",0,1,0,0,1
"Hirundo javanica","Passeriformes","Hirundinidae","Hirundo","javanica",0,0,0,1,1
"Hirundo tahitica","Passeriformes","Hirundinidae","Hirundo","tahitica",0,1,1,1,1
"Hirundo leucosoma","Passeriformes","Hirundinidae","Hirundo","leucosoma",0,1,1,1,1
"Hirundo megaensis","Passeriformes","Hirundinidae","Hirundo","megaensis",NA,NA,NA,NA,NA
"Hirundo neoxena","Passeriformes","Hirundinidae","Hirundo","neoxena",0,1,1,1,1
"Hirundo rustica","Passeriformes","Hirundinidae","Hirundo","rustica",1,1,1,1,1
"Hirundo lucida","Passeriformes","Hirundinidae","Hirundo","lucida",0,1,1,1,1
"Hirundo aethiopica","Passeriformes","Hirundinidae","Hirundo","aethiopica",0,1,1,1,1
"Hirundo angolensis","Passeriformes","Hirundinidae","Hirundo","angolensis",0,1,1,1,1
"Hirundo nigrita","Passeriformes","Hirundinidae","Hirundo","nigrita",0,1,1,1,1
"Hirundo albigularis","Passeriformes","Hirundinidae","Hirundo","albigularis",0,1,1,1,1
"Hirundo smithii","Passeriformes","Hirundinidae","Hirundo","smithii",0,1,1,1,1
"Atronanus fuliginosus","Passeriformes","Hirundinidae","Atronanus","fuliginosus",0,1,1,1,1
"Delichon urbicum","Passeriformes","Hirundinidae","Delichon","urbicum",1,1,0,0,0
"Delichon lagopodum","Passeriformes","Hirundinidae","Delichon","lagopodum",1,0,0,0,0
"Delichon dasypus","Passeriformes","Hirundinidae","Delichon","dasypus",1,0,0,0,0
"Delichon nipalense","Passeriformes","Hirundinidae","Delichon","nipalense",1,1,0,0,0
"Cecropis cucullata","Passeriformes","Hirundinidae","Cecropis","cucullata",0,0,0,1,0
"Cecropis rufula","Passeriformes","Hirundinidae","Cecropis","rufula",0,1,1,1,1
"Cecropis daurica","Passeriformes","Hirundinidae","Cecropis","daurica",0,1,1,1,1
"Cecropis melanocrissus","Passeriformes","Hirundinidae","Cecropis","melanocrissus",0,1,0,1,1
"Cecropis hyperythra","Passeriformes","Hirundinidae","Cecropis","hyperythra",0,0,1,0,0
"Cecropis badia","Passeriformes","Hirundinidae","Cecropis","badia",0,0,0,0,1
"Cecropis abyssinica","Passeriformes","Hirundinidae","Cecropis","abyssinica",0,1,1,1,1
"Cecropis semirufa","Passeriformes","Hirundinidae","Cecropis","semirufa",0,1,1,1,1
