"scientific_name","order","family","genus","species","colonial","social","pairs_and_family_groups","singly_and_pairs","solitary"
"Amalocichla incerta","Passeriformes","Petroicidae","Amalocichla","incerta",NA,NA,NA,NA,NA
"Amalocichla sclateriana","Passeriformes","Petroicidae","Amalocichla","sclateriana",NA,NA,NA,NA,NA
"Pachycephalopsis hattamensis","Passeriformes","Petroicidae","Pachycephalopsis","hattamensis",NA,NA,NA,NA,NA
"Pachycephalopsis poliosoma","Passeriformes","Petroicidae","Pachycephalopsis","poliosoma",NA,NA,NA,NA,NA
"Eugerygone rubra","Passeriformes","Petroicidae","Eugerygone","rubra",NA,NA,NA,NA,NA
"Petroica macrocephala","Passeriformes","Petroicidae","Petroica","macrocephala",0,0,0,1,0
NA,"Passeriformes",NA,"Petroica","dannefaerdi",0,0,0,1,0
"Petroica traversi","Passeriformes","Petroicidae","Petroica","traversi",NA,NA,NA,NA,NA
"Petroica longipes","Passeriformes","Petroicidae","Petroica","longipes",NA,NA,NA,NA,NA
"Petroica australis","Passeriformes","Petroicidae","Petroica","australis",NA,NA,NA,NA,NA
"Petroica bivittata","Passeriformes","Petroicidae","Petroica","bivittata",NA,NA,NA,NA,NA
"Petroica archboldi","Passeriformes","Petroicidae","Petroica","archboldi",NA,NA,NA,NA,NA
"Petroica multicolor","Passeriformes","Petroicidae","Petroica","multicolor",NA,NA,NA,NA,NA
"Petroica goodenovii","Passeriformes","Petroicidae","Petroica","goodenovii",NA,NA,NA,NA,NA
"Petroica polymorpha","Passeriformes","Petroicidae","Petroica","polymorpha",NA,NA,NA,NA,NA
"Petroica pusilla","Passeriformes","Petroicidae","Petroica","pusilla",NA,NA,NA,NA,NA
"Petroica rosea","Passeriformes","Petroicidae","Petroica","rosea",NA,NA,NA,NA,NA
"Petroica rodinogaster","Passeriformes","Petroicidae","Petroica","rodinogaster",NA,NA,NA,NA,NA
"Petroica phoenicea","Passeriformes","Petroicidae","Petroica","phoenicea",NA,NA,NA,NA,NA
"Petroica boodang","Passeriformes","Petroicidae","Petroica","boodang",NA,NA,NA,NA,NA
"Devioeca papuana","Passeriformes","Petroicidae","Devioeca","papuana",NA,NA,NA,NA,NA
"Kempiella flavovirescens","Passeriformes","Petroicidae","Kempiella","flavovirescens",NA,NA,NA,NA,NA
"Kempiella griseoceps","Passeriformes","Petroicidae","Kempiella","griseoceps",NA,NA,NA,NA,NA
"Cryptomicroeca flaviventris","Passeriformes","Petroicidae","Cryptomicroeca","flaviventris",NA,NA,NA,NA,NA
"Monachella muelleriana","Passeriformes","Petroicidae","Monachella","muelleriana",NA,NA,NA,NA,NA
NA,"Passeriformes",NA,"Monachella","coultasi",NA,NA,NA,NA,NA
"Microeca hemixantha","Passeriformes","Petroicidae","Microeca","hemixantha",NA,NA,NA,NA,NA
"Microeca flavigaster","Passeriformes","Petroicidae","Microeca","flavigaster",NA,NA,NA,NA,NA
NA,"Passeriformes",NA,"Microeca","tormenti",NA,NA,NA,NA,NA
"Microeca fascinans","Passeriformes","Petroicidae","Microeca","fascinans",NA,NA,NA,NA,NA
"Drymodes beccarii","Passeriformes","Petroicidae","Drymodes","beccarii",NA,NA,NA,NA,NA
"Drymodes superciliaris","Passeriformes","Petroicidae","Drymodes","superciliaris",NA,NA,NA,NA,NA
"Drymodes brunneopygia","Passeriformes","Petroicidae","Drymodes","brunneopygia",0,0,0,0,1
"Heteromyias albispecularis","Passeriformes","Petroicidae","Heteromyias","albispecularis",NA,NA,NA,NA,NA
"Heteromyias armiti","Passeriformes","Petroicidae","Heteromyias","armiti",0,0,0,1,0
"Heteromyias cinereifrons","Passeriformes","Petroicidae","Heteromyias","cinereifrons",NA,NA,NA,NA,NA
"Plesiodryas albonotata","Passeriformes","Petroicidae","Plesiodryas","albonotata",NA,NA,NA,NA,NA
"Leucophantes brachyurus","Passeriformes","Petroicidae","Poecilodryas","brachyura",NA,NA,NA,NA,NA
"Poecilodryas hypoleuca","Passeriformes","Petroicidae","Poecilodryas","hypoleuca",NA,NA,NA,NA,NA
"Poecilodryas superciliosa","Passeriformes","Petroicidae","Poecilodryas","superciliosa",NA,NA,NA,NA,NA
"Poecilodryas cerviniventris","Passeriformes","Petroicidae","Poecilodryas","cerviniventris",NA,NA,NA,NA,NA
"Melanodryas cucullata","Passeriformes","Petroicidae","Melanodryas","cucullata",NA,NA,NA,NA,NA
"Melanodryas vittata","Passeriformes","Petroicidae","Melanodryas","vittata",NA,NA,NA,NA,NA
"Peneothello sigillata","Passeriformes","Petroicidae","Peneothello","sigillata",NA,NA,NA,NA,NA
"Peneothello cryptoleuca","Passeriformes","Petroicidae","Peneothello","cryptoleuca",NA,NA,NA,NA,NA
"Peneothello cyanus","Passeriformes","Petroicidae","Peneothello","cyanus",NA,NA,NA,NA,NA
"Peneothello bimaculata","Passeriformes","Petroicidae","Peneothello","bimaculata",NA,NA,NA,NA,NA
"Peneothello pulverulenta","Passeriformes","Petroicidae","Peneoenanthe","pulverulenta",NA,NA,NA,NA,NA
"Gennaeodryas placens","Passeriformes","Petroicidae","Gennaeodryas","placens",NA,NA,NA,NA,NA
"Eopsaltria australis","Passeriformes","Petroicidae","Eopsaltria","australis",NA,NA,NA,NA,NA
"Eopsaltria griseogularis","Passeriformes","Petroicidae","Eopsaltria","griseogularis",NA,NA,NA,NA,NA
"Quoyornis georgianus","Passeriformes","Petroicidae","Quoyornis","georgianus",NA,NA,NA,NA,NA
"Tregellasia capito","Passeriformes","Petroicidae","Tregellasia","capito",NA,NA,NA,NA,NA
"Tregellasia leucops","Passeriformes","Petroicidae","Tregellasia","leucops",NA,NA,NA,NA,NA
"Picathartes gymnocephalus","Passeriformes","Picathartidae","Picathartes","gymnocephalus",0,0,1,0,0
"Picathartes oreas","Passeriformes","Picathartidae","Picathartes","oreas",1,0,1,1,0
"Chaetops frenatus","Passeriformes","Chaetopidae","Chaetops","frenatus",0,0,1,0,0
"Chaetops aurantius","Passeriformes","Chaetopidae","Chaetops","aurantius",0,0,1,0,0
"Eupetes macrocerus","Passeriformes","Eupetidae","Eupetes","macrocerus",NA,NA,NA,NA,NA
"Bombycilla garrulus","Passeriformes","Bombycillidae","Bombycilla","garrulus",0,1,1,0,0
"Bombycilla japonica","Passeriformes","Bombycillidae","Bombycilla","japonica",NA,NA,NA,NA,NA
"Bombycilla cedrorum","Passeriformes","Bombycillidae","Bombycilla","cedrorum",0,1,1,0,0
"Phainoptila melanoxantha","Passeriformes","Ptiliogonatidae","Phainoptila","melanoxantha",NA,NA,NA,NA,NA
"Ptiliogonys cinereus","Passeriformes","Ptiliogonatidae","Ptiliogonys","cinereus",NA,NA,NA,NA,NA
"Ptiliogonys caudatus","Passeriformes","Ptiliogonatidae","Ptiliogonys","caudatus",1,1,1,0,1
"Phainopepla nitens","Passeriformes","Ptiliogonatidae","Phainopepla","nitens",1,1,1,0,1
"Hypocolius ampelinus","Passeriformes","Hypocoliidae","Hypocolius","ampelinus",1,0,1,0,0
"Dulus dominicus","Passeriformes","Dulidae","Dulus","dominicus",0,1,1,0,0
"Chaetoptila angustipluma","Passeriformes","Mohoidae","Chaetoptila","angustipluma",NA,NA,NA,NA,NA
"Moho braccatus","Passeriformes","Mohoidae","Moho","braccatus",NA,NA,NA,NA,NA
"Moho apicalis","Passeriformes","Mohoidae","Moho","apicalis",NA,NA,NA,NA,NA
"Moho bishopi","Passeriformes","Mohoidae","Moho","bishopi",NA,NA,NA,NA,NA
"Moho nobilis","Passeriformes","Mohoidae","Moho","nobilis",NA,NA,NA,NA,NA
"Hylocitrea bonensis","Passeriformes","Hylocitreidae","Hylocitrea","bonensis",NA,NA,NA,NA,NA
NA,"Passeriformes",NA,"Hylocitrea","bonthaina",NA,NA,NA,NA,NA
"Chelidorhynx hypoxanthus","Passeriformes","Stenostiridae","Chelidorhynx","hypoxanthus",NA,NA,NA,NA,NA
"Stenostira scita","Passeriformes","Stenostiridae","Stenostira","scita",0,0,1,1,0
"Culicicapa ceylonensis","Passeriformes","Stenostiridae","Culicicapa","ceylonensis",0,0,1,1,0
"Culicicapa helianthea","Passeriformes","Stenostiridae","Culicicapa","helianthea",0,0,0,1,1
"Elminia longicauda","Passeriformes","Stenostiridae","Elminia","longicauda",1,1,1,1,0
"Elminia albicauda","Passeriformes","Stenostiridae","Elminia","albicauda",0,1,1,0,0
"Elminia nigromitrata","Passeriformes","Stenostiridae","Elminia","nigromitrata",0,0,0,1,0
"Elminia albiventris","Passeriformes","Stenostiridae","Elminia","albiventris",0,0,1,1,0
"Elminia albonotata","Passeriformes","Stenostiridae","Elminia","albonotata",0,0,1,0,0
"Cephalopyrus flammiceps","Passeriformes","Paridae","Cephalopyrus","flammiceps",0,1,1,0,0
"Sylviparus modestus","Passeriformes","Paridae","Sylviparus","modestus",0,0,0,1,0
"Melanochlora sultanea","Passeriformes","Paridae","Melanochlora","sultanea",0,0,1,0,0
"Periparus rufonuchalis","Passeriformes","Paridae","Periparus","rufonuchalis",0,0,0,1,1
"Periparus rubidiventris","Passeriformes","Paridae","Periparus","rubidiventris",0,0,1,0,0
"Periparus ater","Passeriformes","Paridae","Periparus","ater",0,0,1,1,1
"Pardaliparus venustulus","Passeriformes","Paridae","Pardaliparus","venustulus",0,0,1,0,0
"Pardaliparus elegans","Passeriformes","Paridae","Pardaliparus","elegans",0,0,1,0,0
"Pardaliparus amabilis","Passeriformes","Paridae","Pardaliparus","amabilis",0,0,0,1,1
"Lophophanes cristatus","Passeriformes","Paridae","Lophophanes","cristatus",0,0,0,1,0
"Lophophanes dichrous","Passeriformes","Paridae","Lophophanes","dichrous",0,0,1,0,0
"Baeolophus wollweberi","Passeriformes","Paridae","Baeolophus","wollweberi",0,0,1,1,0
"Baeolophus inornatus","Passeriformes","Paridae","Baeolophus","inornatus",0,0,0,1,1
"Baeolophus ridgwayi","Passeriformes","Paridae","Baeolophus","ridgwayi",0,0,0,1,0
"Baeolophus bicolor","Passeriformes","Paridae","Baeolophus","bicolor",0,0,0,1,0
"Baeolophus atricristatus","Passeriformes","Paridae","Baeolophus","atricristatus",0,0,0,1,0
"Sittiparus varius","Passeriformes","Paridae","Sittiparus","varius",0,0,0,1,0
"Sittiparus owstoni","Passeriformes","Paridae","Sittiparus","owstoni",NA,NA,NA,NA,NA
"Sittiparus olivaceus","Passeriformes","Paridae","Sittiparus","olivaceus",NA,NA,NA,NA,NA
"Sittiparus castaneoventris","Passeriformes","Paridae","Sittiparus","castaneoventris",NA,NA,NA,NA,NA
"Sittiparus semilarvatus","Passeriformes","Paridae","Sittiparus","semilarvatus",0,0,0,1,1
"Poecile superciliosus","Passeriformes","Paridae","Poecile","superciliosus",0,1,1,0,0
"Poecile lugubris","Passeriformes","Paridae","Poecile","lugubris",0,0,1,1,0
"Poecile cinctus","Passeriformes","Paridae","Poecile","cinctus",0,0,1,0,0
"Poecile rufescens","Passeriformes","Paridae","Poecile","rufescens",0,1,1,0,0
"Poecile hudsonicus","Passeriformes","Paridae","Poecile","hudsonicus",0,1,1,0,0
"Poecile sclateri","Passeriformes","Paridae","Poecile","sclateri",0,0,1,0,0
"Poecile carolinensis","Passeriformes","Paridae","Poecile","carolinensis",0,0,1,0,0
"Poecile atricapillus","Passeriformes","Paridae","Poecile","atricapillus",0,1,0,0,0
"Poecile gambeli","Passeriformes","Paridae","Poecile","gambeli",0,0,1,0,0
"Poecile davidi","Passeriformes","Paridae","Poecile","davidi",0,1,1,0,0
"Poecile hypermelaenus","Passeriformes","Paridae","Poecile","hypermelaenus",NA,NA,NA,NA,NA
"Poecile palustris","Passeriformes","Paridae","Poecile","palustris",0,0,0,1,0
"Poecile weigoldicus","Passeriformes","Paridae","Poecile","weigoldicus",NA,NA,NA,NA,NA
"Poecile hyrcanus","Passeriformes","Paridae","Poecile","hyrcanus",NA,NA,NA,NA,NA
"Poecile montanus","Passeriformes","Paridae","Poecile","montanus",0,1,0,1,0
"Cyanistes teneriffae","Passeriformes","Paridae","Cyanistes","teneriffae",NA,NA,NA,NA,NA
"Cyanistes caeruleus","Passeriformes","Paridae","Cyanistes","caeruleus",0,0,0,1,1
"Cyanistes cyanus","Passeriformes","Paridae","Cyanistes","cyanus",0,0,0,1,1
"Pseudopodoces humilis","Passeriformes","Paridae","Pseudopodoces","humilis",0,0,0,1,0
"Parus major","Passeriformes","Paridae","Parus","major",0,0,0,1,0
"Parus cinereus","Passeriformes","Paridae","Parus","cinereus",0,1,0,0,0
"Parus monticolus","Passeriformes","Paridae","Parus","monticolus",0,1,1,1,0
"Machlolophus nuchalis","Passeriformes","Paridae","Machlolophus","nuchalis",0,0,1,0,0
"Machlolophus holsti","Passeriformes","Paridae","Machlolophus","holsti",0,0,0,1,0
"Machlolophus xanthogenys","Passeriformes","Paridae","Machlolophus","xanthogenys",0,0,1,0,0
"Machlolophus aplonotus","Passeriformes","Paridae","Machlolophus","aplonotus",NA,NA,NA,NA,NA
"Machlolophus spilonotus","Passeriformes","Paridae","Machlolophus","spilonotus",0,0,1,0,0
"Melaniparus guineensis","Passeriformes","Paridae","Melaniparus","guineensis",NA,NA,NA,NA,NA
"Melaniparus leucomelas","Passeriformes","Paridae","Melaniparus","leucomelas",0,0,1,0,0
"Melaniparus niger","Passeriformes","Paridae","Melaniparus","niger",0,0,1,0,0
"Melaniparus carpi","Passeriformes","Paridae","Melaniparus","carpi",NA,NA,NA,NA,NA
"Melaniparus albiventris","Passeriformes","Paridae","Melaniparus","albiventris",0,0,0,1,0
"Melaniparus leuconotus","Passeriformes","Paridae","Melaniparus","leuconotus",0,1,1,0,0
"Melaniparus funereus","Passeriformes","Paridae","Melaniparus","funereus",0,0,1,0,0
"Melaniparus rufiventris","Passeriformes","Paridae","Melaniparus","rufiventris",0,0,1,0,0
NA,"Passeriformes",NA,"Melaniparus","pallidiventris",NA,NA,NA,NA,NA
"Melaniparus fringillinus","Passeriformes","Paridae","Melaniparus","fringillinus",0,0,1,0,0
"Melaniparus fasciiventer","Passeriformes","Paridae","Melaniparus","fasciiventer",0,0,1,0,0
"Melaniparus thruppi","Passeriformes","Paridae","Melaniparus","thruppi",0,0,1,0,0
"Melaniparus griseiventris","Passeriformes","Paridae","Melaniparus","griseiventris",0,0,1,0,0
"Melaniparus cinerascens","Passeriformes","Paridae","Melaniparus","cinerascens",0,0,1,1,0
"Melaniparus afer","Passeriformes","Paridae","Melaniparus","afer",0,0,1,0,0
"Remiz pendulinus","Passeriformes","Remizidae","Remiz","pendulinus",0,1,1,0,0
"Remiz macronyx","Passeriformes","Remizidae","Remiz","macronyx",NA,NA,NA,NA,NA
"Remiz coronatus","Passeriformes","Remizidae","Remiz","coronatus",0,1,0,0,0
"Remiz consobrinus","Passeriformes","Remizidae","Remiz","consobrinus",0,1,0,0,0
"Anthoscopus punctifrons","Passeriformes","Remizidae","Anthoscopus","punctifrons",0,1,1,0,0
"Anthoscopus parvulus","Passeriformes","Remizidae","Anthoscopus","parvulus",0,1,1,0,0
"Anthoscopus musculus","Passeriformes","Remizidae","Anthoscopus","musculus",0,0,1,0,0
"Anthoscopus flavifrons","Passeriformes","Remizidae","Anthoscopus","flavifrons",0,1,1,0,0
"Anthoscopus caroli","Passeriformes","Remizidae","Anthoscopus","caroli",0,0,1,0,0
NA,"Passeriformes",NA,"Anthoscopus","sylviella",NA,NA,NA,NA,NA
"Anthoscopus minutus","Passeriformes","Remizidae","Anthoscopus","minutus",0,1,1,0,0
"Auriparus flaviceps","Passeriformes","Remizidae","Auriparus","flaviceps",0,0,1,0,0
"Nicator chloris","Passeriformes","Nicatoridae","Nicator","chloris",0,0,0,1,0
"Nicator gularis","Passeriformes","Nicatoridae","Nicator","gularis",0,0,0,1,0
"Nicator vireo","Passeriformes","Nicatoridae","Nicator","vireo",0,0,0,0,1
"Panurus biarmicus","Passeriformes","Panuridae","Panurus","biarmicus",0,0,1,0,0
"Alaemon alaudipes","Passeriformes","Alaudidae","Alaemon","alaudipes",0,0,1,1,0
"Alaemon hamertoni","Passeriformes","Alaudidae","Alaemon","hamertoni",0,0,0,1,0
"Chersomanes beesleyi","Passeriformes","Alaudidae","Chersomanes","beesleyi",NA,NA,NA,NA,NA
"Chersomanes albofasciata","Passeriformes","Alaudidae","Chersomanes","albofasciata",0,1,1,0,0
"Ammomanopsis grayi","Passeriformes","Alaudidae","Ammomanopsis","grayi",0,1,1,0,0
"Certhilauda chuana","Passeriformes","Alaudidae","Certhilauda","chuana",0,0,0,1,0
"Certhilauda benguelensis","Passeriformes","Alaudidae","Certhilauda","benguelensis",NA,NA,NA,NA,NA
"Certhilauda subcoronata","Passeriformes","Alaudidae","Certhilauda","subcoronata",0,0,0,1,0
"Certhilauda semitorquata","Passeriformes","Alaudidae","Certhilauda","semitorquata",NA,NA,NA,NA,NA
"Certhilauda curvirostris","Passeriformes","Alaudidae","Certhilauda","curvirostris",0,0,0,1,0
"Certhilauda brevirostris","Passeriformes","Alaudidae","Certhilauda","brevirostris",0,0,1,0,0
"Pinarocorys nigricans","Passeriformes","Alaudidae","Pinarocorys","nigricans",NA,NA,NA,NA,NA
"Pinarocorys erythropygia","Passeriformes","Alaudidae","Pinarocorys","erythropygia",NA,NA,NA,NA,NA
"Ramphocoris clotbey","Passeriformes","Alaudidae","Ramphocoris","clotbey",0,1,1,1,1
"Ammomanes deserti","Passeriformes","Alaudidae","Ammomanes","deserti",0,1,1,1,1
"Ammomanes cinctura","Passeriformes","Alaudidae","Ammomanes","cinctura",0,1,0,0,0
"Ammomanes phoenicura","Passeriformes","Alaudidae","Ammomanes","phoenicura",0,0,1,0,0
"Eremopterix australis","Passeriformes","Alaudidae","Eremopterix","australis",0,1,0,0,0
"Eremopterix hova","Passeriformes","Alaudidae","Eremopterix","hova",0,1,1,0,0
"Eremopterix nigriceps","Passeriformes","Alaudidae","Eremopterix","nigriceps",0,1,0,0,0
"Eremopterix leucotis","Passeriformes","Alaudidae","Eremopterix","leucotis",0,1,0,0,0
"Eremopterix griseus","Passeriformes","Alaudidae","Eremopterix","griseus",NA,NA,NA,NA,NA
"Eremopterix signatus","Passeriformes","Alaudidae","Eremopterix","signatus",0,1,0,0,0
"Eremopterix verticalis","Passeriformes","Alaudidae","Eremopterix","verticalis",0,1,0,0,0
"Eremopterix leucopareia","Passeriformes","Alaudidae","Eremopterix","leucopareia",1,1,0,0,0
"Calendulauda rufa","Passeriformes","Alaudidae","Calendulauda","rufa",0,0,0,1,0
"Calendulauda sabota","Passeriformes","Alaudidae","Calendulauda","sabota",NA,NA,NA,NA,NA
"Calendulauda poecilosterna","Passeriformes","Alaudidae","Calendulauda","poecilosterna",0,0,0,1,0
"Calendulauda gilletti","Passeriformes","Alaudidae","Calendulauda","gilletti",0,0,0,1,0
"Calendulauda africanoides","Passeriformes","Alaudidae","Calendulauda","africanoides",0,0,0,1,0
"Calendulauda albescens","Passeriformes","Alaudidae","Calendulauda","albescens",NA,NA,NA,NA,NA
"Calendulauda burra","Passeriformes","Alaudidae","Calendulauda","burra",NA,NA,NA,NA,NA
"Calendulauda erythrochlamys","Passeriformes","Alaudidae","Calendulauda","erythrochlamys",NA,NA,NA,NA,NA
"Heteromirafra archeri","Passeriformes","Alaudidae","Heteromirafra","archeri",NA,NA,NA,NA,NA
"Heteromirafra ruddi","Passeriformes","Alaudidae","Heteromirafra","ruddi",0,0,0,0,1
"Mirafra passerina","Passeriformes","Alaudidae","Mirafra","passerina",NA,NA,NA,NA,NA
"Mirafra pulpa","Passeriformes","Alaudidae","Mirafra","pulpa",NA,NA,NA,NA,NA
"Mirafra cordofanica","Passeriformes","Alaudidae","Mirafra","cordofanica",NA,NA,NA,NA,NA
"Mirafra williamsi","Passeriformes","Alaudidae","Mirafra","williamsi",0,0,0,0,1
"Mirafra javanica","Passeriformes","Alaudidae","Mirafra","javanica",0,1,1,1,1
"Mirafra cheniana","Passeriformes","Alaudidae","Mirafra","cheniana",NA,NA,NA,NA,NA
"Mirafra albicauda","Passeriformes","Alaudidae","Mirafra","albicauda",NA,NA,NA,NA,NA
"Plocealauda microptera","Passeriformes","Alaudidae","Mirafra","microptera",NA,NA,NA,NA,NA
"Plocealauda erythrocephala","Passeriformes","Alaudidae","Mirafra","erythrocephala",NA,NA,NA,NA,NA
"Plocealauda affinis","Passeriformes","Alaudidae","Mirafra","affinis",NA,NA,NA,NA,NA
"Plocealauda erythroptera","Passeriformes","Alaudidae","Mirafra","erythroptera",NA,NA,NA,NA,NA
"Plocealauda assamica","Passeriformes","Alaudidae","Mirafra","assamica",NA,NA,NA,NA,NA
"Amirafra collaris","Passeriformes","Alaudidae","Mirafra","collaris",NA,NA,NA,NA,NA
"Amirafra angolensis","Passeriformes","Alaudidae","Mirafra","angolensis",NA,NA,NA,NA,NA
"Amirafra rufocinnamomea","Passeriformes","Alaudidae","Mirafra","rufocinnamomea",NA,NA,NA,NA,NA
"Corypha apiata","Passeriformes","Alaudidae","Mirafra","apiata",NA,NA,NA,NA,NA
"Corypha fasciolata","Passeriformes","Alaudidae","Mirafra","fasciolata",NA,NA,NA,NA,NA
"Corypha kidepoensis","Passeriformes","Alaudidae","Corypha","kidepoensis",NA,NA,NA,NA,NA
"Corypha hypermetra","Passeriformes","Alaudidae","Mirafra","hypermetra",NA,NA,NA,NA,NA
"Corypha kurrae","Passeriformes","Alaudidae","Corypha","kurrae",NA,NA,NA,NA,NA
"Corypha africana","Passeriformes","Alaudidae","Mirafra","africana",NA,NA,NA,NA,NA
"Corypha athi","Passeriformes","Alaudidae","Corypha","athi",NA,NA,NA,NA,NA
"Corypha kabalii","Passeriformes","Alaudidae","Corypha","kabalii",NA,NA,NA,NA,NA
"Corypha nigrescens","Passeriformes","Alaudidae","Corypha","nigrescens",NA,NA,NA,NA,NA
"Corypha sharpii","Passeriformes","Alaudidae","Mirafra","sharpii",NA,NA,NA,NA,NA
"Corypha somalica","Passeriformes","Alaudidae","Mirafra","somalica",0,0,0,1,0
"Lullula arborea","Passeriformes","Alaudidae","Lullula","arborea",0,1,1,1,1
"Spizocorys obbiensis","Passeriformes","Alaudidae","Spizocorys","obbiensis",NA,NA,NA,NA,NA
"Spizocorys sclateri","Passeriformes","Alaudidae","Spizocorys","sclateri",0,1,1,1,1
"Spizocorys starki","Passeriformes","Alaudidae","Spizocorys","starki",0,1,1,1,1
"Spizocorys fremantlii","Passeriformes","Alaudidae","Spizocorys","fremantlii",0,1,1,1,1
"Spizocorys personata","Passeriformes","Alaudidae","Spizocorys","personata",NA,NA,NA,NA,NA
"Spizocorys fringillaris","Passeriformes","Alaudidae","Spizocorys","fringillaris",0,1,1,1,1
"Spizocorys conirostris","Passeriformes","Alaudidae","Spizocorys","conirostris",0,1,1,1,1
"Alauda leucoptera","Passeriformes","Alaudidae","Alauda","leucoptera",0,1,1,1,0
"Alauda razae","Passeriformes","Alaudidae","Alauda","razae",NA,NA,NA,NA,NA
"Alauda gulgula","Passeriformes","Alaudidae","Alauda","gulgula",0,0,1,1,1
"Alauda arvensis","Passeriformes","Alaudidae","Alauda","arvensis",0,1,1,1,1
"Galerida deva","Passeriformes","Alaudidae","Galerida","deva",0,1,1,1,1
"Galerida modesta","Passeriformes","Alaudidae","Galerida","modesta",0,1,1,1,1
"Galerida magnirostris","Passeriformes","Alaudidae","Galerida","magnirostris",0,0,1,1,1
"Galerida theklae","Passeriformes","Alaudidae","Galerida","theklae",0,1,1,1,1
"Galerida cristata","Passeriformes","Alaudidae","Galerida","cristata",0,1,1,1,1
"Galerida malabarica","Passeriformes","Alaudidae","Galerida","malabarica",0,1,1,1,1
"Galerida macrorhyncha","Passeriformes","Alaudidae","Galerida","macrorhyncha",0,0,1,1,0
"Eremophila alpestris","Passeriformes","Alaudidae","Eremophila","alpestris",NA,NA,NA,NA,NA
"Eremophila bilopha","Passeriformes","Alaudidae","Eremophila","bilopha",0,1,1,1,1
"Calandrella acutirostris","Passeriformes","Alaudidae","Calandrella","acutirostris",0,1,0,0,0
"Calandrella dukhunensis","Passeriformes","Alaudidae","Calandrella","dukhunensis",NA,NA,NA,NA,NA
"Calandrella blanfordi","Passeriformes","Alaudidae","Calandrella","blanfordi",NA,NA,NA,NA,NA
"Calandrella eremica","Passeriformes","Alaudidae","Calandrella","eremica",NA,NA,NA,NA,NA
"Calandrella cinerea","Passeriformes","Alaudidae","Calandrella","cinerea",0,1,1,1,1
"Calandrella brachydactyla","Passeriformes","Alaudidae","Calandrella","brachydactyla",NA,NA,NA,NA,NA
"Melanocorypha bimaculata","Passeriformes","Alaudidae","Melanocorypha","bimaculata",0,1,1,1,1
"Melanocorypha calandra","Passeriformes","Alaudidae","Melanocorypha","calandra",1,1,1,1,1
"Melanocorypha yeltoniensis","Passeriformes","Alaudidae","Melanocorypha","yeltoniensis",0,1,0,0,0
"Melanocorypha mongolica","Passeriformes","Alaudidae","Melanocorypha","mongolica",NA,NA,NA,NA,NA
"Melanocorypha maxima","Passeriformes","Alaudidae","Melanocorypha","maxima",NA,NA,NA,NA,NA
"Chersophilus duponti","Passeriformes","Alaudidae","Chersophilus","duponti",1,1,0,0,0
"Eremalauda dunni","Passeriformes","Alaudidae","Eremalauda","dunni",0,1,1,1,1
"Eremalauda eremodites","Passeriformes","Alaudidae","Eremalauda","eremodites",0,0,0,1,0
"Alaudala cheleensis","Passeriformes","Alaudidae","Alaudala","cheleensis",NA,NA,NA,NA,NA
"Alaudala somalica","Passeriformes","Alaudidae","Alaudala","somalica",0,1,0,0,0
"Alaudala rufescens","Passeriformes","Alaudidae","Alaudala","rufescens",0,0,1,0,0
"Alaudala heinei","Passeriformes","Alaudidae","Alaudala","heinei",NA,NA,NA,NA,NA
"Alaudala raytal","Passeriformes","Alaudidae","Alaudala","raytal",0,0,1,1,1
"Andropadus importunus","Passeriformes","Pycnonotidae","Andropadus","importunus",0,0,0,1,0
"Stelgidillas gracilirostris","Passeriformes","Pycnonotidae","Stelgidillas","gracilirostris",0,1,1,1,0
"Calyptocichla serinus","Passeriformes","Pycnonotidae","Calyptocichla","serinus",0,1,1,1,0
"Neolestes torquatus","Passeriformes","Pycnonotidae","Neolestes","torquatus",0,1,1,1,1
"Bleda syndactylus","Passeriformes","Pycnonotidae","Bleda","syndactylus",0,0,1,0,0
"Bleda eximius","Passeriformes","Pycnonotidae","Bleda","eximius",0,0,0,1,0
"Bleda canicapillus","Passeriformes","Pycnonotidae","Bleda","canicapillus",0,0,1,0,0
"Bleda notatus","Passeriformes","Pycnonotidae","Bleda","notatus",0,0,1,0,0
"Bleda ugandae","Passeriformes","Pycnonotidae","Bleda","ugandae",NA,NA,NA,NA,NA
"Atimastillas flavicollis","Passeriformes","Pycnonotidae","Atimastillas","flavicollis",0,0,1,0,0
"Atimastillas flavigula","Passeriformes","Pycnonotidae","Atimastillas","flavigula",NA,NA,NA,NA,NA
"Ixonotus guttatus","Passeriformes","Pycnonotidae","Ixonotus","guttatus",0,1,0,0,0
"Thescelocichla leucopleura","Passeriformes","Pycnonotidae","Thescelocichla","leucopleura",0,1,0,0,0
"Chlorocichla laetissima","Passeriformes","Pycnonotidae","Chlorocichla","laetissima",0,1,0,0,0
"Chlorocichla prigoginei","Passeriformes","Pycnonotidae","Chlorocichla","prigoginei",NA,NA,NA,NA,NA
"Chlorocichla falkensteini","Passeriformes","Pycnonotidae","Chlorocichla","falkensteini",0,0,1,0,0
"Chlorocichla flaviventris","Passeriformes","Pycnonotidae","Chlorocichla","flaviventris",0,1,1,1,0
"Chlorocichla simplex","Passeriformes","Pycnonotidae","Chlorocichla","simplex",0,0,1,0,0
"Baeopogon indicator","Passeriformes","Pycnonotidae","Baeopogon","indicator",0,1,1,1,0
"Baeopogon clamans","Passeriformes","Pycnonotidae","Baeopogon","clamans",0,1,1,1,0
